Location,Type,Energy
4213043 - 4213043,loose,-19.2939367 kcal/mol
4213063 - 4213063,loose,-20.7237527 kcal/mol
4213541 - 4213541,loose,-21.076818 kcal/mol
4213591 - 4213591,loose,-20.7990453 kcal/mol
4213641 - 4213641,loose,-20.4067759 kcal/mol
4214061 - 4214061,loose,-20.6377661 kcal/mol
4214371 - 4214371,loose,-21.0555586 kcal/mol
4214391 - 4214391,loose,-20.1220438 kcal/mol
4214511 - 4214511,loose,-20.4960865 kcal/mol
4214601 - 4214611,tight,-35.520465349999995 kcal/mol
4214631 - 4214651,tight,-36.635134066666666 kcal/mol
4215132 - 4215132,loose,-19.5901447 kcal/mol
4215152 - 4215152,tight,-34.1538225 kcal/mol
4215242 - 4215242,tight,-34.8323773 kcal/mol
4215382 - 4215422,tight,-37.42655552 kcal/mol
4215442 - 4215462,tight,-37.49472813333333 kcal/mol
4215482 - 4215492,tight,-36.55809365 kcal/mol
4215542 - 4215552,tight,-34.7323409 kcal/mol
4215672 - 4215672,tight,-34.2736432 kcal/mol
4215932 - 4215952,tight,-35.299436033333336 kcal/mol
4216102 - 4216122,tight,-37.123416166666665 kcal/mol
4216142 - 4216162,tight,-38.4315501 kcal/mol
4216232 - 4216232,loose,-18.9121975 kcal/mol
4216252 - 4216252,loose,-19.3631669 kcal/mol
4216505 - 4216505,tight,-41.3358659 kcal/mol
4216649 - 4216679,tight,-37.638732925 kcal/mol
4216829 - 4216859,tight,-36.592671775 kcal/mol
4216879 - 4216909,tight,-37.289617324999995 kcal/mol
4217019 - 4217019,loose,-19.75909 kcal/mol
4217159 - 4217169,tight,-35.10891705 kcal/mol
4217189 - 4217189,tight,-34.2048901 kcal/mol
4217449 - 4217449,tight,-34.8595261 kcal/mol
4217859 - 4217859,loose,-21.0527438 kcal/mol
4218069 - 4218079,loose,-20.1166503 kcal/mol
4218109 - 4218109,tight,-34.2989543 kcal/mol
4218324 - 4218334,loose,-15.6191405 kcal/mol
4218354 - 4218374,loose,-19.771406099999997 kcal/mol
4218394 - 4218454,loose,-17.606927 kcal/mol
4218484 - 4218574,loose,-19.44592303 kcal/mol
4218594 - 4218794,loose,-15.974940857142856 kcal/mol
4218864 - 4218874,loose,-17.52560285 kcal/mol
4218904 - 4218904,loose,-17.1011207 kcal/mol
4218934 - 4218944,loose,-20.254724799999998 kcal/mol
4218994 - 4219064,loose,-19.149452075 kcal/mol
4219094 - 4219094,loose,-19.5874902 kcal/mol
4219124 - 4219124,loose,-14.8614902 kcal/mol
4219144 - 4219284,loose,-14.257507806666666 kcal/mol
4219334 - 4219374,loose,-17.210049759999997 kcal/mol
4219394 - 4219394,loose,-19.1294168 kcal/mol
4219424 - 4219904,loose,-14.786337024285716 kcal/mol
4220104 - 4220224,loose,-18.0988614 kcal/mol
4220244 - 4220404,loose,-17.991198494117647 kcal/mol
4221027 - 4221027,loose,-20.5575604 kcal/mol
4221217 - 4221217,tight,-34.1098006 kcal/mol
4221327 - 4221337,loose,-20.145200099999997 kcal/mol
4221467 - 4221467,loose,-20.8410287 kcal/mol
4222181 - 4222191,loose,-19.885481249999998 kcal/mol
4222251 - 4222271,tight,-35.8001084 kcal/mol
4222291 - 4222291,tight,-34.1465459 kcal/mol
4222521 - 4222521,tight,-34.8885921 kcal/mol
4222551 - 4222551,tight,-34.3515553 kcal/mol
4222651 - 4222651,loose,-18.2216982 kcal/mol
4222661 - 4222671,tight,-36.2986552 kcal/mol
4222701 - 4222701,tight,-36.9727697 kcal/mol
4222731 - 4222731,tight,-36.8996006 kcal/mol
4223051 - 4223061,tight,-34.5986988 kcal/mol
4223321 - 4223321,loose,-20.8189953 kcal/mol
4223611 - 4223611,tight,-34.2851588 kcal/mol
4223631 - 4223631,tight,-34.0986718 kcal/mol
4223671 - 4223681,tight,-35.78092455 kcal/mol
4223731 - 4223751,tight,-36.943166166666664 kcal/mol
4223771 - 4223801,tight,-36.19222345 kcal/mol
4224091 - 4224091,tight,-35.2530788 kcal/mol
4224101 - 4224141,loose,-18.21391456 kcal/mol
4224211 - 4224211,tight,-35.371976 kcal/mol
4224251 - 4224251,tight,-35.5342941 kcal/mol
4224321 - 4224321,tight,-34.9509814 kcal/mol
4224521 - 4224521,tight,-34.1682299 kcal/mol
4224821 - 4224821,tight,-34.3982842 kcal/mol
4224971 - 4224991,tight,-34.9140409 kcal/mol
4225161 - 4225161,tight,-35.5587638 kcal/mol
4225291 - 4225291,tight,-35.7145341 kcal/mol
4225361 - 4225371,tight,-35.521143499999994 kcal/mol
4225804 - 4225814,loose,-20.680299650000002 kcal/mol
4226114 - 4226114,tight,-34.0751489 kcal/mol
4226214 - 4226214,loose,-19.5658336 kcal/mol
4226224 - 4226224,tight,-34.4863238 kcal/mol
4226244 - 4226254,loose,-17.43940935 kcal/mol
4226504 - 4226514,loose,-19.2932912 kcal/mol
4226534 - 4226534,tight,-34.7525251 kcal/mol
4226644 - 4226644,tight,-33.9879275 kcal/mol
4226684 - 4226734,tight,-35.64080406666667 kcal/mol
4226864 - 4226864,tight,-37.2443756 kcal/mol
4226974 - 4226974,tight,-36.3064607 kcal/mol
4227064 - 4227064,loose,-21.0510659 kcal/mol
4227104 - 4227104,loose,-20.9370519 kcal/mol
4227234 - 4227254,tight,-35.643581833333336 kcal/mol
4227566 - 4227566,tight,-34.0878644 kcal/mol
4227586 - 4227596,tight,-35.2081638 kcal/mol
4227616 - 4227626,tight,-36.44159775 kcal/mol
4227646 - 4227656,tight,-34.420733049999996 kcal/mol
4227676 - 4227676,tight,-34.1259591 kcal/mol
4227786 - 4227806,loose,-18.891510266666668 kcal/mol
4228066 - 4228066,tight,-35.9876949 kcal/mol
4228537 - 4228537,loose,-19.0430056 kcal/mol
4228867 - 4228877,tight,-35.84830735 kcal/mol
4228907 - 4228907,tight,-35.3786692 kcal/mol
4229007 - 4229047,loose,-18.76151284 kcal/mol
4229067 - 4229067,loose,-19.9966481 kcal/mol
4229392 - 4229392,loose,-16.0282145 kcal/mol
4229412 - 4229432,loose,-19.151850666666665 kcal/mol
4229542 - 4229542,loose,-20.193914 kcal/mol
4229977 - 4229997,tight,-36.41379846666667 kcal/mol
4230327 - 4230327,tight,-34.5756836 kcal/mol
4230347 - 4230387,tight,-36.455647320000004 kcal/mol
4230497 - 4230507,tight,-36.17625715 kcal/mol
4230527 - 4230537,tight,-36.49418245 kcal/mol
4230917 - 4230917,tight,-35.0077996 kcal/mol
4231147 - 4231147,loose,-20.3558855 kcal/mol
4231781 - 4231781,loose,-17.662323 kcal/mol
4231801 - 4231801,loose,-20.9885092 kcal/mol
4231921 - 4231921,loose,-20.1144368 kcal/mol
4232001 - 4232001,loose,-20.5280077 kcal/mol
4232021 - 4232021,loose,-19.5411333 kcal/mol
4232041 - 4232041,loose,-17.9118503 kcal/mol
4232181 - 4232181,loose,-19.6779212 kcal/mol
4232471 - 4232471,tight,-34.1602287 kcal/mol
4232741 - 4232761,loose,-20.534571966666665 kcal/mol
4232781 - 4232791,loose,-18.839632199999997 kcal/mol
4232811 - 4232811,loose,-17.4396405 kcal/mol
4232831 - 4232881,loose,-18.997523466666667 kcal/mol
4233929 - 4234039,tight,-38.17954935833333 kcal/mol
4234059 - 4234069,tight,-39.68597965 kcal/mol
4234515 - 4234515,loose,-20.4328525 kcal/mol
4234995 - 4235065,tight,-38.49563535 kcal/mol
4235205 - 4235235,tight,-35.78430039999999 kcal/mol
4235325 - 4235325,tight,-34.7615469 kcal/mol
4235345 - 4235345,tight,-36.0863554 kcal/mol
4235365 - 4235365,tight,-35.7878637 kcal/mol
4235395 - 4235395,tight,-34.1968157 kcal/mol
4235455 - 4235455,tight,-36.7597457 kcal/mol
4235525 - 4235555,tight,-38.91647305 kcal/mol
4235667 - 4235667,tight,-38.0481432 kcal/mol
4235687 - 4235697,tight,-35.46337515 kcal/mol
4235727 - 4235727,tight,-34.7486027 kcal/mol
4235817 - 4235817,tight,-35.5931012 kcal/mol
4236217 - 4236217,loose,-20.436337 kcal/mol
4236277 - 4236337,tight,-36.207819914285714 kcal/mol
4236407 - 4236417,loose,-20.15916405 kcal/mol
4236437 - 4236447,loose,-18.081857399999997 kcal/mol
4236547 - 4236547,tight,-40.3935265 kcal/mol
4236737 - 4236767,tight,-39.2090268 kcal/mol
4236787 - 4236787,tight,-37.1248594 kcal/mol
4236897 - 4236897,tight,-36.5457189 kcal/mol
4236947 - 4236947,tight,-34.0297002 kcal/mol
4236987 - 4236987,tight,-34.8538182 kcal/mol
4237007 - 4237007,tight,-34.4395806 kcal/mol
4237027 - 4237037,tight,-34.8092109 kcal/mol
4237117 - 4237117,tight,-35.4805796 kcal/mol
4237227 - 4237227,tight,-34.8684064 kcal/mol
4237267 - 4237267,loose,-18.8407052 kcal/mol
4237357 - 4237357,tight,-35.7880681 kcal/mol
4237627 - 4237647,tight,-35.5559117 kcal/mol
4237757 - 4237757,tight,-36.3219757 kcal/mol
4238079 - 4238119,tight,-40.1961525 kcal/mol
4238448 - 4238458,loose,-19.779775049999998 kcal/mol
4238628 - 4238628,tight,-34.1478154 kcal/mol
4238802 - 4238802,loose,-16.876116 kcal/mol
4238922 - 4238922,loose,-19.6648192 kcal/mol
4239002 - 4239002,tight,-34.4744037 kcal/mol
4239312 - 4239312,loose,-20.7150971 kcal/mol
4239632 - 4239632,tight,-34.4543968 kcal/mol
4239652 - 4239662,tight,-36.0771576 kcal/mol
4239752 - 4239752,loose,-20.4926108 kcal/mol
4239852 - 4239862,loose,-20.250970350000003 kcal/mol
4239972 - 4239972,loose,-21.0036551 kcal/mol
4240649 - 4240649,loose,-19.8802226 kcal/mol
4240659 - 4240659,tight,-34.5098867 kcal/mol
4240669 - 4240669,loose,-19.5563264 kcal/mol
4240679 - 4240699,tight,-40.0865341 kcal/mol
4241159 - 4241169,tight,-36.83286105 kcal/mol
4241189 - 4241189,tight,-37.0071866 kcal/mol
4241329 - 4241329,tight,-36.503901 kcal/mol
4241429 - 4241439,tight,-36.23469065 kcal/mol
4241564 - 4241564,tight,-34.4463506 kcal/mol
4241814 - 4241864,loose,-17.7765957 kcal/mol
4241994 - 4242014,tight,-35.72671136666667 kcal/mol
4242034 - 4242064,tight,-37.991588975 kcal/mol
4242134 - 4242134,tight,-34.4390218 kcal/mol
4242164 - 4242174,loose,-18.8776201 kcal/mol
4242244 - 4242244,tight,-34.9974749 kcal/mol
4242334 - 4242344,loose,-19.745792199999997 kcal/mol
4242434 - 4242434,tight,-34.1830242 kcal/mol
4242504 - 4242504,tight,-34.1180039 kcal/mol
4242524 - 4242524,tight,-36.0610578 kcal/mol
4242764 - 4242764,loose,-20.8281891 kcal/mol
4242884 - 4242884,tight,-34.5354162 kcal/mol
4243252 - 4243252,loose,-19.9436158 kcal/mol
4243372 - 4243372,loose,-20.7622125 kcal/mol
4243422 - 4243432,loose,-20.6953514 kcal/mol
4243482 - 4243482,loose,-20.3299097 kcal/mol
4243592 - 4243592,loose,-20.702701 kcal/mol
4243702 - 4243702,loose,-20.3488683 kcal/mol
4243722 - 4243722,loose,-19.7410586 kcal/mol
4243772 - 4243782,loose,-20.48608455 kcal/mol
4243832 - 4243832,loose,-21.0131215 kcal/mol
4243982 - 4243992,loose,-20.1397775 kcal/mol
4244032 - 4244032,loose,-20.278075 kcal/mol
4244142 - 4244142,loose,-20.5657167 kcal/mol
4244252 - 4244252,loose,-21.0220198 kcal/mol
4244332 - 4244332,loose,-20.7790135 kcal/mol
4244817 - 4244817,tight,-34.1417486 kcal/mol
4244997 - 4244997,loose,-19.876121 kcal/mol
4245097 - 4245147,tight,-38.158823500000004 kcal/mol
4245177 - 4245177,tight,-38.1731068 kcal/mol
4245357 - 4245367,tight,-35.0991268 kcal/mol
4245387 - 4245387,tight,-35.5929913 kcal/mol
4245407 - 4245407,tight,-36.8776019 kcal/mol
4245577 - 4245577,tight,-34.21764 kcal/mol
4245617 - 4245617,tight,-35.4463107 kcal/mol
4245657 - 4245657,tight,-37.1230138 kcal/mol
4245707 - 4245707,loose,-20.9861352 kcal/mol
4245727 - 4245727,tight,-34.4029699 kcal/mol
4245757 - 4245757,loose,-20.5551 kcal/mol
4245807 - 4245817,tight,-35.3264817 kcal/mol
4246024 - 4246044,loose,-20.382505166666668 kcal/mol
4246074 - 4246074,loose,-20.8899105 kcal/mol
4246094 - 4246094,loose,-20.9411689 kcal/mol
4246314 - 4246314,loose,-19.5000802 kcal/mol
4246374 - 4246374,tight,-34.6765136 kcal/mol
4246484 - 4246484,tight,-35.6118051 kcal/mol
4246734 - 4246744,loose,-19.687296250000003 kcal/mol
4246854 - 4246854,tight,-34.8312623 kcal/mol
4247004 - 4247014,loose,-20.19121235 kcal/mol
4247054 - 4247074,loose,-17.668001933333333 kcal/mol
4247617 - 4247617,loose,-20.6551711 kcal/mol
4247777 - 4247777,loose,-20.5283676 kcal/mol
4247797 - 4247807,loose,-17.7657166 kcal/mol
4248107 - 4248107,loose,-19.6584361 kcal/mol
4248367 - 4248367,loose,-18.0706219 kcal/mol
4248397 - 4248397,loose,-19.6998589 kcal/mol
4248768 - 4248818,loose,-17.60055791666667 kcal/mol
4248978 - 4249078,loose,-17.07178938181818 kcal/mol
4249108 - 4249208,loose,-17.3993251 kcal/mol
4249228 - 4249228,loose,-15.2037576 kcal/mol
4249258 - 4249278,loose,-19.199556400000002 kcal/mol
4249338 - 4249338,loose,-20.6463424 kcal/mol
4249438 - 4249518,loose,-17.533036166666665 kcal/mol
4249558 - 4249678,loose,-18.191876623076922 kcal/mol
4249698 - 4250198,loose,-16.31351551764706 kcal/mol
4250589 - 4250609,loose,-20.4716923 kcal/mol
4250789 - 4250789,loose,-19.5080033 kcal/mol
4250859 - 4250859,tight,-35.882282 kcal/mol
4251049 - 4251049,tight,-37.0226801 kcal/mol
4251069 - 4251099,tight,-35.584931725 kcal/mol
4251179 - 4251179,tight,-34.8554984 kcal/mol
4251299 - 4251359,tight,-41.52930505714285 kcal/mol
4251379 - 4251379,tight,-35.9963488 kcal/mol
4251419 - 4251419,tight,-34.2597874 kcal/mol
4251759 - 4251769,loose,-19.32262035 kcal/mol
4251809 - 4251809,tight,-37.7288739 kcal/mol
4252166 - 4252176,tight,-37.145407750000004 kcal/mol
4252246 - 4252256,tight,-34.445324049999996 kcal/mol
4252456 - 4252476,tight,-34.5820724 kcal/mol
4252786 - 4252786,loose,-20.4046341 kcal/mol
4252946 - 4252966,tight,-35.00506526666666 kcal/mol
4253036 - 4253036,tight,-34.0617053 kcal/mol
4253096 - 4253096,tight,-34.9747893 kcal/mol
4253186 - 4253186,tight,-35.3780123 kcal/mol
4253396 - 4253396,tight,-34.1035819 kcal/mol
4253416 - 4253416,tight,-35.7177697 kcal/mol
4253466 - 4253466,tight,-34.4352673 kcal/mol
4253576 - 4253576,loose,-20.3725782 kcal/mol
4253726 - 4253726,tight,-34.2026592 kcal/mol
4254226 - 4254226,tight,-34.6389426 kcal/mol
4254346 - 4254346,tight,-34.6545673 kcal/mol
4254880 - 4254890,tight,-34.6272919 kcal/mol
4254910 - 4254920,tight,-34.646373249999996 kcal/mol
4255228 - 4255238,tight,-34.2624012 kcal/mol
4255378 - 4255378,tight,-37.2262686 kcal/mol
4255488 - 4255488,tight,-38.1305441 kcal/mol
4255528 - 4255528,loose,-20.2611617 kcal/mol
4255598 - 4255638,tight,-38.069704820000005 kcal/mol
4255819 - 4255819,loose,-19.9402471 kcal/mol
4255859 - 4255929,tight,-37.1970616375 kcal/mol
4255949 - 4255989,tight,-36.61347136 kcal/mol
4256049 - 4256049,tight,-34.4464957 kcal/mol
4256069 - 4256069,tight,-36.4690328 kcal/mol
4256099 - 4256099,tight,-35.7851176 kcal/mol
4256169 - 4256169,tight,-35.9875542 kcal/mol
4256199 - 4256209,tight,-36.3672821 kcal/mol
4256229 - 4256239,tight,-36.41807465 kcal/mol
4256259 - 4256259,tight,-34.0663713 kcal/mol
4256319 - 4256319,tight,-34.5345595 kcal/mol
4256879 - 4256919,tight,-36.599054460000005 kcal/mol
4257260 - 4257270,loose,-18.54578815 kcal/mol
4257290 - 4257290,loose,-19.4406026 kcal/mol
4257310 - 4257310,loose,-20.8168131 kcal/mol
4257350 - 4257370,loose,-19.2517296 kcal/mol
4257521 - 4257521,tight,-38.8529694 kcal/mol
4257541 - 4257541,tight,-36.386436 kcal/mol
4257581 - 4257581,tight,-34.3197996 kcal/mol
4257681 - 4257681,loose,-18.3456346 kcal/mol
4257751 - 4257761,tight,-34.8455498 kcal/mol
4257861 - 4257861,tight,-34.7044144 kcal/mol
4257881 - 4257921,tight,-36.04085558 kcal/mol
4258344 - 4258374,loose,-15.501570125 kcal/mol
4258424 - 4258494,loose,-12.77332453375 kcal/mol
4258622 - 4258732,loose,-17.283151583333332 kcal/mol
4258752 - 4258782,loose,-19.355186775 kcal/mol
4258822 - 4258962,loose,-18.00063752 kcal/mol
4258982 - 4259072,loose,-19.493640089999996 kcal/mol
4259102 - 4259182,loose,-16.820367988888886 kcal/mol
4259202 - 4259222,loose,-16.995011700000003 kcal/mol
4259385 - 4259405,loose,-17.2677615 kcal/mol
4259890 - 4259890,tight,-34.1881019 kcal/mol
4259960 - 4259970,tight,-34.78765435 kcal/mol
4260020 - 4260020,tight,-37.0000173 kcal/mol
4260090 - 4260110,loose,-20.5842893 kcal/mol
4260230 - 4260240,loose,-20.31105255 kcal/mol
4260290 - 4260290,loose,-20.787135 kcal/mol
4260400 - 4260460,tight,-36.822473928571426 kcal/mol
4260480 - 4260480,tight,-34.2260875 kcal/mol
4260943 - 4260983,tight,-37.10643258 kcal/mol
4261541 - 4261551,loose,-19.0975205 kcal/mol
4261641 - 4261691,tight,-36.34970383333333 kcal/mol
4261941 - 4261941,loose,-20.9825265 kcal/mol
4261961 - 4261961,loose,-18.9294913 kcal/mol
4261991 - 4262001,loose,-20.20728845 kcal/mol
4262487 - 4262487,tight,-36.3942603 kcal/mol
4262507 - 4262507,tight,-35.2621096 kcal/mol
4262557 - 4262557,tight,-34.2809366 kcal/mol
4262747 - 4262747,loose,-20.599337 kcal/mol
4263277 - 4263277,tight,-37.4517774 kcal/mol
4263577 - 4263587,tight,-35.4787776 kcal/mol
4263607 - 4263617,tight,-35.067330850000005 kcal/mol
4263835 - 4263845,tight,-34.67723975 kcal/mol
4263875 - 4263875,tight,-35.8305039 kcal/mol
4263945 - 4263945,loose,-20.5207783 kcal/mol
4264305 - 4264305,tight,-34.2873439 kcal/mol
4264335 - 4264365,tight,-35.7386358 kcal/mol
4264535 - 4264585,tight,-38.538979383333334 kcal/mol
4264605 - 4264645,tight,-38.57622226 kcal/mol
4265297 - 4265297,tight,-36.9965701 kcal/mol
4265317 - 4265317,tight,-34.5343103 kcal/mol
4265357 - 4265357,tight,-34.0057287 kcal/mol
4265397 - 4265407,tight,-35.554635000000005 kcal/mol
4265477 - 4265477,loose,-20.3350173 kcal/mol
4265587 - 4265587,loose,-19.6290119 kcal/mol
4265697 - 4265697,loose,-19.644293 kcal/mol
4265807 - 4265807,loose,-20.7857445 kcal/mol
4265967 - 4265967,tight,-36.3276114 kcal/mol
4266007 - 4266017,tight,-34.4052712 kcal/mol
4266037 - 4266067,tight,-36.6349474 kcal/mol
4266097 - 4266097,tight,-34.058479 kcal/mol
4266197 - 4266197,loose,-20.3479906 kcal/mol
4266832 - 4266932,loose,-15.621723754545455 kcal/mol
4267746 - 4267746,loose,-20.8053669 kcal/mol
4267796 - 4267806,loose,-19.3914872 kcal/mol
4267826 - 4267846,loose,-20.271478466666665 kcal/mol
4267886 - 4267886,loose,-19.7281302 kcal/mol
4268036 - 4268036,loose,-20.676133 kcal/mol
4268271 - 4268271,loose,-17.5977018 kcal/mol
4268291 - 4268341,loose,-18.389573183333336 kcal/mol
4268541 - 4268541,loose,-20.4644716 kcal/mol
4268571 - 4268571,loose,-19.3005207 kcal/mol
4268681 - 4268681,loose,-19.6732277 kcal/mol
4268711 - 4268711,tight,-34.3324439 kcal/mol
4268731 - 4268741,tight,-34.06643565 kcal/mol
4268761 - 4268761,tight,-34.5970782 kcal/mol
4269452 - 4269452,loose,-20.3778413 kcal/mol
4269492 - 4269492,loose,-19.0186608 kcal/mol
4269552 - 4269552,tight,-34.6839712 kcal/mol
4269572 - 4269642,tight,-38.52356605000001 kcal/mol
4269662 - 4269662,tight,-34.3879525 kcal/mol
4269682 - 4269692,tight,-35.4054968 kcal/mol
4269712 - 4269712,tight,-34.4645463 kcal/mol
4269812 - 4269812,tight,-35.8914257 kcal/mol
4269832 - 4269842,tight,-35.56305075 kcal/mol
4269982 - 4269982,tight,-35.2858076 kcal/mol
4270292 - 4270292,tight,-39.2690443 kcal/mol
4270312 - 4270312,tight,-37.0643619 kcal/mol
4270332 - 4270392,tight,-38.03200537142857 kcal/mol
4270492 - 4270492,loose,-20.9276773 kcal/mol
4270522 - 4270542,loose,-19.9562145 kcal/mol
4270592 - 4270602,tight,-34.215036 kcal/mol
4270652 - 4270652,loose,-20.1291057 kcal/mol
4270782 - 4270782,tight,-36.4068446 kcal/mol
4271022 - 4271022,tight,-35.0785075 kcal/mol
4271052 - 4271102,tight,-38.5798713 kcal/mol
4271122 - 4271122,tight,-36.4139231 kcal/mol
4271422 - 4271442,tight,-35.32549006666667 kcal/mol
4271472 - 4271472,tight,-37.3939081 kcal/mol
4271632 - 4271632,tight,-34.5107609 kcal/mol
4272248 - 4272248,loose,-20.7292359 kcal/mol
4272328 - 4272538,tight,-37.239639895454545 kcal/mol
4272813 - 4272813,tight,-36.9886649 kcal/mol
4273494 - 4273504,loose,-19.5182603 kcal/mol
4273524 - 4273524,loose,-19.7163876 kcal/mol
4273554 - 4273554,loose,-19.3237178 kcal/mol
4273584 - 4273584,loose,-20.7718776 kcal/mol
4273604 - 4273624,loose,-19.930357033333333 kcal/mol
4273654 - 4273664,loose,-19.0472642 kcal/mol
4273704 - 4273714,loose,-20.24083255 kcal/mol
4273814 - 4273844,loose,-18.14929745 kcal/mol
4273894 - 4273894,loose,-20.0939785 kcal/mol
4273984 - 4274044,tight,-36.39619655714286 kcal/mol
4274104 - 4274104,loose,-19.360653 kcal/mol
4274124 - 4274184,loose,-17.238882014285714 kcal/mol
4274214 - 4274224,loose,-20.499606399999998 kcal/mol
4274264 - 4274284,loose,-17.990894433333334 kcal/mol
4274304 - 4274304,loose,-19.5440702 kcal/mol
4274334 - 4274334,loose,-17.8318718 kcal/mol
4274444 - 4274444,loose,-21.0093661 kcal/mol
4274474 - 4274544,loose,-18.1297406375 kcal/mol
4274564 - 4274654,loose,-15.177555219999999 kcal/mol
4274674 - 4274764,loose,-14.616763486 kcal/mol
4274784 - 4274804,loose,-17.07059046666667 kcal/mol
4274894 - 4274904,loose,-20.80110095 kcal/mol
4274944 - 4274944,loose,-20.9004308 kcal/mol
4274974 - 4274974,loose,-19.3912422 kcal/mol
4275083 - 4275083,loose,-15.0569248 kcal/mol
4275103 - 4275103,loose,-18.1760704 kcal/mol
4275213 - 4275213,loose,-18.2327855 kcal/mol
4275243 - 4275263,loose,-19.7774786 kcal/mol
4275572 - 4275612,tight,-34.99522738 kcal/mol
4275632 - 4275642,tight,-35.24007625 kcal/mol
4275752 - 4275752,tight,-35.5824205 kcal/mol
4276327 - 4276337,loose,-21.035884000000003 kcal/mol
4276522 - 4276522,tight,-35.7509555 kcal/mol
4276642 - 4276642,tight,-38.3630171 kcal/mol
4276802 - 4276802,tight,-34.1027228 kcal/mol
4276832 - 4276852,tight,-35.609268 kcal/mol
4277192 - 4277212,tight,-35.608159533333335 kcal/mol
4277232 - 4277252,tight,-35.0223301 kcal/mol
4277302 - 4277302,loose,-20.7842786 kcal/mol
